,original,reweighted
0,0.38929692875643446,0.28098776811295156
1,0.34891092721596295,0.21593761645339368
2,0.4661988880523895,0.2793569506562851
3,0.47279300356279286,0.3681502338604465
4,0.35733581117634516,0.24807230329704222
5,0.3730222580634198,0.2939034458475328
6,0.4548974230734879,0.27384993085681597
7,0.42898936076119176,0.32359652686616475
8,0.3304808917987392,0.2710783780949355
9,0.3339030352421932,0.25530002335114454
10,0.40663933645575545,0.30640658879926663
11,0.44632840569863297,0.31701447960998036
12,0.4274229890888279,0.22681317314069827
13,0.4161083481685028,0.32514327247709834
14,0.32593546311823746,0.2753002965961338
15,0.21048202495871027,0.14075471254252597
16,0.24898153716851745,0.2687507242193653
17,0.4315880559037851,0.2780299481589252
18,0.41884647831960514,0.3723515115400581
19,0.31384608165602124,0.22222401612901888
20,0.45714703064938866,0.33068520556967723
21,0.4066911919953962,0.30123649457858415
22,0.44055244828698825,0.27537477808946825
23,0.3514289607690522,0.2525923573180667
24,0.38868249981310915,0.25921694359989306
25,0.3737040406494634,0.2317292660506058
26,0.1968469564702329,0.13760184694919414
27,0.4030244517036571,0.3073769648597582
28,0.4084074489732524,0.3818019344720913
29,0.45466163479870375,0.3861670832252685
30,0.3469515750510761,0.35634035298626443
31,0.3763340449637708,0.34285754433209537
32,0.2051296424071547,0.12207968145935916
33,0.3963162117858995,0.26388773295957235
34,0.39846856020860666,0.24577113299950343
35,0.40249113381960777,0.302921291778867
36,0.3708432545619339,0.25199468437721284
37,0.27294461808294096,0.2725138815681353
38,0.3691784708465986,0.29996907490113994
39,0.4299814302499668,0.2857623888262909
40,0.44231278442503646,0.2927788047752843
41,0.446822395454007,0.3423065407093846
42,0.38683026204704607,0.29248166878510395
43,0.2811628808564036,0.2695696553398333
44,0.30758078307792963,0.20785555831272462
45,0.3921245947242854,0.41220196023105704
46,0.4478491670894717,0.3481519513661696
47,0.12228207974374207,0.10388959701743848
48,0.26092819173085824,0.16409928052804063
49,0.20243407622043957,0.14388473211226552
50,0.22427341449525312,0.23093988545779803
51,0.41283393761674103,0.29765609079485894
52,0.30856144224782556,0.287882006190913
53,0.40804474432787863,0.3658182306130053
54,0.4617900772659076,0.4187418028219867
55,0.39574006771035625,0.43667762561743523
56,0.3957167106414708,0.30311562824996974
57,0.4235088644154451,0.31469258596752747
58,0.5013036293865477,0.2874180575671431
59,0.3194415942317833,0.3361629799837597
60,0.41720070428373185,0.30945945504824207
61,0.2995010580153651,0.2123115717549994
62,0.12716470343033315,0.11883579662072552
63,0.47261217193824545,0.3119782566082639
64,0.34954557401452585,0.263719306380301
65,0.42099101035222275,0.2810350067241766
66,0.32044003779847546,0.2195798730672846
67,0.41128774389642825,0.3074106742112329
68,0.09236367160951964,0.09080807577761074
69,0.44662712320748127,0.2996209792150077
70,0.2356160321723189,0.26919304910759173
71,0.28552280458400087,0.17573655307573915
72,0.15067905961908926,0.1529937660503587
73,0.44395818946160814,0.2713657316658131
74,0.2789353734987422,0.27680870148153325
75,0.3380990424025088,0.24943312267696216
76,0.18161562339833381,0.16358877750936954
77,0.1625558717100588,0.14963899044782536
78,0.3252778677166112,0.26014928366388745
79,0.3870350619242817,0.340949167685059
80,0.39031906107585695,0.2977795596896519
81,0.413248482202927,0.31230577754168115
82,0.4717341737119507,0.3039150396803834
83,0.4107984106248611,0.30690881862806174
84,0.26163502257023974,0.26840269870793
85,0.2892885249675077,0.29640908069484684
86,0.3874086447700552,0.2748436824968752
87,0.4553679483610703,0.30083777737542927
88,0.3818535269120005,0.3313540651335883
89,0.2609895356367641,0.19747384678414714
90,0.42097186801383135,0.22030584343401932
91,0.4362615541754635,0.2432638053301866
92,0.37598125702661145,0.2752065051629654
93,0.4157549348420056,0.3083232473079329
94,0.4505805446724267,0.3355422558751104
95,0.26192249760040365,0.16444032974920067
96,0.39306197577269336,0.1888549409127295
